day_of_week,month,max_temp_c,is_holiday,is_business_day,restaurant_id,cuisine_type,restaurant_segment,dessert
5,5,23.4,1,0,2,Spanish,Traditional,Arroz con leche
5,5,23.4,1,0,3,Italian,Business,Tiramisú
5,5,23.4,1,0,4,Italian,Business,Gelato
5,5,23.4,1,0,5,Italian,Gourmet,Profiteroles
5,5,23.4,1,0,6,Mediterranean,Traditional,Macedonia
5,5,23.4,1,0,7,Spanish,Family,Flan
5,5,23.4,1,0,8,Mediterranean,Family,Yogur con miel
5,5,23.4,1,0,9,Italian,Traditional,Profiteroles
5,5,23.4,1,0,10,Mediterranean,Gourmet,Sorbete
5,5,23.4,1,0,11,Italian,Traditional,Gelato
5,5,23.4,1,0,12,Mediterranean,Traditional,Sorbete
5,5,23.4,1,0,13,Grill,Gourmet,Cheesecake
5,5,23.4,1,0,14,Spanish,Traditional,Natillas
5,5,23.4,1,0,15,Spanish,Business,Fruta
5,5,23.4,1,0,16,Grill,Traditional,Brownie
5,5,23.4,1,0,17,Mediterranean,Traditional,Sorbete
5,5,23.4,1,0,18,Mediterranean,Business,Macedonia
5,5,23.4,1,0,19,Grill,Business,Brownie
5,5,23.4,1,0,20,Italian,Business,Gelato
6,5,23.4,1,0,1,Grill,Gourmet,Tarta de manzana
6,5,23.4,1,0,2,Spanish,Traditional,Arroz con leche
6,5,23.4,1,0,3,Italian,Business,Tiramisú
6,5,23.4,1,0,4,Italian,Business,Profiteroles
6,5,23.4,1,0,5,Italian,Gourmet,Profiteroles
6,5,23.4,1,0,6,Mediterranean,Traditional,Macedonia
6,5,23.4,1,0,7,Spanish,Family,Flan
6,5,23.4,1,0,8,Mediterranean,Family,Macedonia
6,5,23.4,1,0,9,Italian,Traditional,Panna Cotta
6,5,23.4,1,0,10,Mediterranean,Gourmet,Fruta
6,5,23.4,1,0,11,Italian,Traditional,Tiramisú
6,5,23.4,1,0,12,Mediterranean,Traditional,Sorbete
6,5,23.4,1,0,13,Grill,Gourmet,Cheesecake
6,5,23.4,1,0,14,Spanish,Traditional,Natillas
6,5,23.4,1,0,15,Spanish,Business,Fruta
6,5,23.4,1,0,16,Grill,Traditional,Brownie
6,5,23.4,1,0,17,Mediterranean,Traditional,Yogur con miel
6,5,23.4,1,0,18,Mediterranean,Business,Macedonia
6,5,23.4,1,0,19,Grill,Business,Cheesecake
6,5,23.4,1,0,20,Italian,Business,Gelato
0,5,25.2,0,1,1,Grill,Gourmet,Tarta de manzana
0,5,25.2,0,1,2,Spanish,Traditional,Arroz con leche
0,5,25.2,0,1,3,Italian,Business,Panna Cotta
0,5,25.2,0,1,4,Italian,Business,Profiteroles
0,5,25.2,0,1,5,Italian,Gourmet,Panna Cotta
0,5,25.2,0,1,6,Mediterranean,Traditional,Macedonia
0,5,25.2,0,1,7,Spanish,Family,Fruta
0,5,25.2,0,1,8,Mediterranean,Family,Yogur con miel
0,5,25.2,0,1,9,Italian,Traditional,Gelato
0,5,25.2,0,1,10,Mediterranean,Gourmet,Fruta
0,5,25.2,0,1,11,Italian,Traditional,Panna Cotta
0,5,25.2,0,1,12,Mediterranean,Traditional,Yogur con miel
0,5,25.2,0,1,13,Grill,Gourmet,Cheesecake
0,5,25.2,0,1,14,Spanish,Traditional,Arroz con leche
0,5,25.2,0,1,15,Spanish,Business,Fruta
0,5,25.2,0,1,16,Grill,Traditional,Cheesecake
0,5,25.2,0,1,17,Mediterranean,Traditional,Sorbete
0,5,25.2,0,1,18,Mediterranean,Business,Sorbete
0,5,25.2,0,1,19,Grill,Business,Batido
0,5,25.2,0,1,20,Italian,Business,Gelato
1,5,22.5,0,1,1,Grill,Gourmet,Tarta de manzana
1,5,22.5,0,1,2,Spanish,Traditional,Arroz con leche
1,5,22.5,0,1,3,Italian,Business,Tiramisú
1,5,22.5,0,1,4,Italian,Business,Tiramisú
1,5,22.5,0,1,5,Italian,Gourmet,Profiteroles
1,5,22.5,0,1,6,Mediterranean,Traditional,Macedonia
1,5,22.5,0,1,7,Spanish,Family,Arroz con leche
1,5,22.5,0,1,8,Mediterranean,Family,Yogur con miel
1,5,22.5,0,1,9,Italian,Traditional,Panna Cotta
1,5,22.5,0,1,10,Mediterranean,Gourmet,Macedonia
1,5,22.5,0,1,11,Italian,Traditional,Panna Cotta
1,5,22.5,0,1,12,Mediterranean,Traditional,Macedonia
1,5,22.5,0,1,13,Grill,Gourmet,Cheesecake
1,5,22.5,0,1,14,Spanish,Traditional,Arroz con leche
1,5,22.5,0,1,15,Spanish,Business,Fruta
1,5,22.5,0,1,16,Grill,Traditional,Cheesecake
1,5,22.5,0,1,17,Mediterranean,Traditional,Sorbete
1,5,22.5,0,1,18,Mediterranean,Business,Macedonia
1,5,22.5,0,1,19,Grill,Business,Brownie
1,5,22.5,0,1,20,Italian,Business,Profiteroles
2,5,20.8,0,1,1,Grill,Gourmet,Tarta de manzana
2,5,20.8,0,1,2,Spanish,Traditional,Natillas
2,5,20.8,0,1,3,Italian,Business,Panna Cotta
2,5,20.8,0,1,4,Italian,Business,Gelato
2,5,20.8,0,1,5,Italian,Gourmet,Profiteroles
2,5,20.8,0,1,6,Mediterranean,Traditional,Macedonia
2,5,20.8,0,1,7,Spanish,Family,Flan
2,5,20.8,0,1,8,Mediterranean,Family,Fruta
2,5,20.8,0,1,9,Italian,Traditional,Tiramisú
2,5,20.8,0,1,10,Mediterranean,Gourmet,Macedonia
2,5,20.8,0,1,11,Italian,Traditional,Profiteroles
2,5,20.8,0,1,12,Mediterranean,Traditional,Macedonia
2,5,20.8,0,1,13,Grill,Gourmet,Cheesecake
2,5,20.8,0,1,14,Spanish,Traditional,Arroz con leche
2,5,20.8,0,1,15,Spanish,Business,Fruta
2,5,20.8,0,1,16,Grill,Traditional,Brownie
2,5,20.8,0,1,17,Mediterranean,Traditional,Sorbete
2,5,20.8,0,1,18,Mediterranean,Business,Fruta
2,5,20.8,0,1,19,Grill,Business,Brownie
2,5,20.8,0,1,20,Italian,Business,Profiteroles
3,5,26.3,0,1,1,Grill,Gourmet,Tarta de manzana
3,5,26.3,0,1,2,Spanish,Traditional,Arroz con leche
3,5,26.3,0,1,3,Italian,Business,Gelato
3,5,26.3,0,1,4,Italian,Business,Panna Cotta
3,5,26.3,0,1,5,Italian,Gourmet,Gelato
3,5,26.3,0,1,6,Mediterranean,Traditional,Macedonia
3,5,26.3,0,1,7,Spanish,Family,Flan
3,5,26.3,0,1,8,Mediterranean,Family,Sorbete
3,5,26.3,0,1,9,Italian,Traditional,Panna Cotta
3,5,26.3,0,1,10,Mediterranean,Gourmet,Sorbete
3,5,26.3,0,1,11,Italian,Traditional,Panna Cotta
3,5,26.3,0,1,12,Mediterranean,Traditional,Fruta
3,5,26.3,0,1,13,Grill,Gourmet,Cheesecake
3,5,26.3,0,1,14,Spanish,Traditional,Arroz con leche
3,5,26.3,0,1,15,Spanish,Business,Natillas
3,5,26.3,0,1,16,Grill,Traditional,Brownie
3,5,26.3,0,1,17,Mediterranean,Traditional,Sorbete
3,5,26.3,0,1,18,Mediterranean,Business,Yogur con miel
3,5,26.3,0,1,19,Grill,Business,Brownie
3,5,26.3,0,1,20,Italian,Business,Panna Cotta
4,5,25.8,0,0,1,Grill,Gourmet,Tarta de manzana
4,5,25.8,0,0,2,Spanish,Traditional,Arroz con leche
4,5,25.8,0,0,3,Italian,Business,Tiramisú
4,5,25.8,0,0,4,Italian,Business,Gelato
4,5,25.8,0,0,5,Italian,Gourmet,Profiteroles
4,5,25.8,0,0,6,Mediterranean,Traditional,Yogur con miel
4,5,25.8,0,0,7,Spanish,Family,Fruta
4,5,25.8,0,0,8,Mediterranean,Family,Yogur con miel
4,5,25.8,0,0,9,Italian,Traditional,Profiteroles
4,5,25.8,0,0,10,Mediterranean,Gourmet,Yogur con miel
4,5,25.8,0,0,11,Italian,Traditional,Tiramisú
4,5,25.8,0,0,12,Mediterranean,Traditional,Fruta
4,5,25.8,0,0,13,Grill,Gourmet,Cheesecake
4,5,25.8,0,0,14,Spanish,Traditional,Arroz con leche
4,5,25.8,0,0,15,Spanish,Business,Flan
4,5,25.8,0,0,16,Grill,Traditional,Tarta de manzana
4,5,25.8,0,0,17,Mediterranean,Traditional,Fruta
4,5,25.8,0,0,18,Mediterranean,Business,Macedonia
4,5,25.8,0,0,19,Grill,Business,Brownie
4,5,25.8,0,0,20,Italian,Business,Gelato
5,5,28.6,0,0,1,Grill,Gourmet,Tarta de manzana
5,5,28.6,0,0,2,Spanish,Traditional,Arroz con leche
5,5,28.6,0,0,3,Italian,Business,Tiramisú
5,5,28.6,0,0,4,Italian,Business,Gelato
5,5,28.6,0,0,5,Italian,Gourmet,Tiramisú
5,5,28.6,0,0,6,Mediterranean,Traditional,Macedonia
5,5,28.6,0,0,7,Spanish,Family,Flan
5,5,28.6,0,0,8,Mediterranean,Family,Sorbete
5,5,28.6,0,0,9,Italian,Traditional,Panna Cotta
5,5,28.6,0,0,10,Mediterranean,Gourmet,Fruta
5,5,28.6,0,0,11,Italian,Traditional,Panna Cotta
5,5,28.6,0,0,12,Mediterranean,Traditional,Fruta
5,5,28.6,0,0,13,Grill,Gourmet,Brownie
5,5,28.6,0,0,14,Spanish,Traditional,Arroz con leche
5,5,28.6,0,0,15,Spanish,Business,Fruta
5,5,28.6,0,0,16,Grill,Traditional,Cheesecake
5,5,28.6,0,0,17,Mediterranean,Traditional,Sorbete
5,5,28.6,0,0,18,Mediterranean,Business,Macedonia
5,5,28.6,0,0,19,Grill,Business,Cheesecake
5,5,28.6,0,0,20,Italian,Business,Gelato
6,5,22.3,0,0,1,Grill,Gourmet,Tarta de manzana
6,5,22.3,0,0,2,Spanish,Traditional,Arroz con leche
6,5,22.3,0,0,3,Italian,Business,Panna Cotta
6,5,22.3,0,0,4,Italian,Business,Gelato
6,5,22.3,0,0,5,Italian,Gourmet,Profiteroles
6,5,22.3,0,0,6,Mediterranean,Traditional,Fruta
6,5,22.3,0,0,7,Spanish,Family,Flan
6,5,22.3,0,0,8,Mediterranean,Family,Yogur con miel
6,5,22.3,0,0,9,Italian,Traditional,Gelato
6,5,22.3,0,0,10,Mediterranean,Gourmet,Fruta
6,5,22.3,0,0,11,Italian,Traditional,Panna Cotta
6,5,22.3,0,0,12,Mediterranean,Traditional,Macedonia
6,5,22.3,0,0,13,Grill,Gourmet,Cheesecake
6,5,22.3,0,0,14,Spanish,Traditional,Arroz con leche
6,5,22.3,0,0,15,Spanish,Business,Fruta
6,5,22.3,0,0,16,Grill,Traditional,Brownie
6,5,22.3,0,0,17,Mediterranean,Traditional,Fruta
6,5,22.3,0,0,18,Mediterranean,Business,Macedonia
6,5,22.3,0,0,19,Grill,Business,Brownie
6,5,22.3,0,0,20,Italian,Business,Gelato
0,5,22.7,0,1,1,Grill,Gourmet,Tarta de manzana
0,5,22.7,0,1,2,Spanish,Traditional,Arroz con leche
0,5,22.7,0,1,3,Italian,Business,Panna Cotta
0,5,22.7,0,1,4,Italian,Business,Gelato
0,5,22.7,0,1,5,Italian,Gourmet,Profiteroles
0,5,22.7,0,1,6,Mediterranean,Traditional,Fruta
0,5,22.7,0,1,7,Spanish,Family,Flan
0,5,22.7,0,1,8,Mediterranean,Family,Yogur con miel
0,5,22.7,0,1,9,Italian,Traditional,Panna Cotta
0,5,22.7,0,1,10,Mediterranean,Gourmet,Fruta
0,5,22.7,0,1,11,Italian,Traditional,Gelato
0,5,22.7,0,1,12,Mediterranean,Traditional,Yogur con miel
0,5,22.7,0,1,13,Grill,Gourmet,Cheesecake
0,5,22.7,0,1,14,Spanish,Traditional,Arroz con leche
0,5,22.7,0,1,15,Spanish,Business,Arroz con leche
0,5,22.7,0,1,16,Grill,Traditional,Brownie
0,5,22.7,0,1,17,Mediterranean,Traditional,Sorbete
0,5,22.7,0,1,18,Mediterranean,Business,Macedonia
0,5,22.7,0,1,19,Grill,Business,Brownie
0,5,22.7,0,1,20,Italian,Business,Gelato
1,5,22.0,0,1,1,Grill,Gourmet,Brownie
1,5,22.0,0,1,2,Spanish,Traditional,Arroz con leche
1,5,22.0,0,1,3,Italian,Business,Tiramisú
1,5,22.0,0,1,4,Italian,Business,Gelato
1,5,22.0,0,1,5,Italian,Gourmet,Profiteroles
1,5,22.0,0,1,6,Mediterranean,Traditional,Macedonia
1,5,22.0,0,1,7,Spanish,Family,Natillas
1,5,22.0,0,1,8,Mediterranean,Family,Yogur con miel
1,5,22.0,0,1,9,Italian,Traditional,Panna Cotta
1,5,22.0,0,1,10,Mediterranean,Gourmet,Fruta
1,5,22.0,0,1,11,Italian,Traditional,Tiramisú
1,5,22.0,0,1,12,Mediterranean,Traditional,Sorbete
1,5,22.0,0,1,13,Grill,Gourmet,Cheesecake
1,5,22.0,0,1,14,Spanish,Traditional,Arroz con leche
1,5,22.0,0,1,15,Spanish,Business,Fruta
1,5,22.0,0,1,16,Grill,Traditional,Tarta de manzana
1,5,22.0,0,1,17,Mediterranean,Traditional,Sorbete
1,5,22.0,0,1,18,Mediterranean,Business,Macedonia
1,5,22.0,0,1,19,Grill,Business,Brownie
1,5,22.0,0,1,20,Italian,Business,Gelato
2,5,23.5,0,1,1,Grill,Gourmet,Tarta de manzana
2,5,23.5,0,1,2,Spanish,Traditional,Arroz con leche
2,5,23.5,0,1,3,Italian,Business,Tiramisú
2,5,23.5,0,1,4,Italian,Business,Gelato
2,5,23.5,0,1,5,Italian,Gourmet,Profiteroles
2,5,23.5,0,1,6,Mediterranean,Traditional,Fruta
2,5,23.5,0,1,7,Spanish,Family,Natillas
2,5,23.5,0,1,8,Mediterranean,Family,Yogur con miel
2,5,23.5,0,1,9,Italian,Traditional,Gelato
2,5,23.5,0,1,10,Mediterranean,Gourmet,Macedonia
2,5,23.5,0,1,11,Italian,Traditional,Panna Cotta
2,5,23.5,0,1,12,Mediterranean,Traditional,Sorbete
2,5,23.5,0,1,13,Grill,Gourmet,Cheesecake
2,5,23.5,0,1,14,Spanish,Traditional,Natillas
2,5,23.5,0,1,15,Spanish,Business,Fruta
2,5,23.5,0,1,16,Grill,Traditional,Brownie
2,5,23.5,0,1,17,Mediterranean,Traditional,Yogur con miel
2,5,23.5,0,1,18,Mediterranean,Business,Macedonia
2,5,23.5,0,1,19,Grill,Business,Brownie
2,5,23.5,0,1,20,Italian,Business,Profiteroles
3,5,25.5,0,1,1,Grill,Gourmet,Batido
3,5,25.5,0,1,2,Spanish,Traditional,Arroz con leche
3,5,25.5,0,1,3,Italian,Business,Tiramisú
3,5,25.5,0,1,4,Italian,Business,Gelato
3,5,25.5,0,1,5,Italian,Gourmet,Profiteroles
3,5,25.5,0,1,6,Mediterranean,Traditional,Fruta
3,5,25.5,0,1,7,Spanish,Family,Flan
3,5,25.5,0,1,8,Mediterranean,Family,Yogur con miel
3,5,25.5,0,1,9,Italian,Traditional,Panna Cotta
3,5,25.5,0,1,10,Mediterranean,Gourmet,Fruta
3,5,25.5,0,1,11,Italian,Traditional,Profiteroles
3,5,25.5,0,1,12,Mediterranean,Traditional,Sorbete
3,5,25.5,0,1,13,Grill,Gourmet,Brownie
3,5,25.5,0,1,14,Spanish,Traditional,Arroz con leche
3,5,25.5,0,1,15,Spanish,Business,Fruta
3,5,25.5,0,1,16,Grill,Traditional,Brownie
3,5,25.5,0,1,17,Mediterranean,Traditional,Yogur con miel
3,5,25.5,0,1,18,Mediterranean,Business,Macedonia
3,5,25.5,0,1,19,Grill,Business,Brownie
3,5,25.5,0,1,20,Italian,Business,Gelato
4,5,26.5,0,0,1,Grill,Gourmet,Tarta de manzana
4,5,26.5,0,0,2,Spanish,Traditional,Flan
4,5,26.5,0,0,3,Italian,Business,Tiramisú
4,5,26.5,0,0,4,Italian,Business,Gelato
4,5,26.5,0,0,5,Italian,Gourmet,Panna Cotta
4,5,26.5,0,0,6,Mediterranean,Traditional,Yogur con miel
4,5,26.5,0,0,7,Spanish,Family,Natillas
4,5,26.5,0,0,8,Mediterranean,Family,Yogur con miel
4,5,26.5,0,0,9,Italian,Traditional,Panna Cotta
4,5,26.5,0,0,10,Mediterranean,Gourmet,Fruta
4,5,26.5,0,0,11,Italian,Traditional,Tiramisú
4,5,26.5,0,0,12,Mediterranean,Traditional,Sorbete
4,5,26.5,0,0,13,Grill,Gourmet,Brownie
4,5,26.5,0,0,14,Spanish,Traditional,Arroz con leche
4,5,26.5,0,0,15,Spanish,Business,Fruta
4,5,26.5,0,0,16,Grill,Traditional,Brownie
4,5,26.5,0,0,17,Mediterranean,Traditional,Sorbete
4,5,26.5,0,0,18,Mediterranean,Business,Sorbete
4,5,26.5,0,0,19,Grill,Business,Cheesecake
4,5,26.5,0,0,20,Italian,Business,Gelato
5,5,26.2,1,0,1,Grill,Gourmet,Cheesecake
5,5,26.2,1,0,2,Spanish,Traditional,Arroz con leche
5,5,26.2,1,0,3,Italian,Business,Tiramisú
5,5,26.2,1,0,4,Italian,Business,Gelato
5,5,26.2,1,0,5,Italian,Gourmet,Profiteroles
5,5,26.2,1,0,6,Mediterranean,Traditional,Macedonia
5,5,26.2,1,0,7,Spanish,Family,Arroz con leche
5,5,26.2,1,0,8,Mediterranean,Family,Macedonia
5,5,26.2,1,0,9,Italian,Traditional,Panna Cotta
5,5,26.2,1,0,10,Mediterranean,Gourmet,Fruta
5,5,26.2,1,0,11,Italian,Traditional,Panna Cotta
5,5,26.2,1,0,12,Mediterranean,Traditional,Macedonia
5,5,26.2,1,0,13,Grill,Gourmet,Cheesecake
5,5,26.2,1,0,14,Spanish,Traditional,Arroz con leche
5,5,26.2,1,0,15,Spanish,Business,Fruta
5,5,26.2,1,0,16,Grill,Traditional,Cheesecake
5,5,26.2,1,0,17,Mediterranean,Traditional,Sorbete
5,5,26.2,1,0,18,Mediterranean,Business,Fruta
5,5,26.2,1,0,19,Grill,Business,Cheesecake
5,5,26.2,1,0,20,Italian,Business,Profiteroles
6,5,26.6,0,0,1,Grill,Gourmet,Tarta de manzana
6,5,26.6,0,0,2,Spanish,Traditional,Flan
6,5,26.6,0,0,3,Italian,Business,Tiramisú
6,5,26.6,0,0,4,Italian,Business,Gelato
6,5,26.6,0,0,5,Italian,Gourmet,Profiteroles
6,5,26.6,0,0,6,Mediterranean,Traditional,Macedonia
6,5,26.6,0,0,7,Spanish,Family,Flan
6,5,26.6,0,0,8,Mediterranean,Family,Yogur con miel
6,5,26.6,0,0,9,Italian,Traditional,Tiramisú
6,5,26.6,0,0,10,Mediterranean,Gourmet,Fruta
6,5,26.6,0,0,11,Italian,Traditional,Panna Cotta
6,5,26.6,0,0,12,Mediterranean,Traditional,Fruta
6,5,26.6,0,0,13,Grill,Gourmet,Cheesecake
6,5,26.6,0,0,14,Spanish,Traditional,Arroz con leche
6,5,26.6,0,0,15,Spanish,Business,Arroz con leche
6,5,26.6,0,0,16,Grill,Traditional,Brownie
6,5,26.6,0,0,17,Mediterranean,Traditional,Sorbete
6,5,26.6,0,0,18,Mediterranean,Business,Macedonia
6,5,26.6,0,0,19,Grill,Business,Brownie
6,5,26.6,0,0,20,Italian,Business,Panna Cotta
0,5,25.7,0,1,1,Grill,Gourmet,Tarta de manzana
0,5,25.7,0,1,2,Spanish,Traditional,Arroz con leche
0,5,25.7,0,1,3,Italian,Business,Tiramisú
0,5,25.7,0,1,4,Italian,Business,Gelato
0,5,25.7,0,1,5,Italian,Gourmet,Tiramisú
0,5,25.7,0,1,6,Mediterranean,Traditional,Fruta
0,5,25.7,0,1,7,Spanish,Family,Natillas
0,5,25.7,0,1,8,Mediterranean,Family,Macedonia
0,5,25.7,0,1,9,Italian,Traditional,Panna Cotta
0,5,25.7,0,1,10,Mediterranean,Gourmet,Fruta
0,5,25.7,0,1,11,Italian,Traditional,Panna Cotta
0,5,25.7,0,1,12,Mediterranean,Traditional,Sorbete
0,5,25.7,0,1,13,Grill,Gourmet,Cheesecake
0,5,25.7,0,1,14,Spanish,Traditional,Arroz con leche
0,5,25.7,0,1,15,Spanish,Business,Fruta
0,5,25.7,0,1,16,Grill,Traditional,Brownie
0,5,25.7,0,1,17,Mediterranean,Traditional,Sorbete
0,5,25.7,0,1,18,Mediterranean,Business,Macedonia
0,5,25.7,0,1,19,Grill,Business,Tarta de manzana
0,5,25.7,0,1,20,Italian,Business,Gelato
1,5,30.2,0,1,1,Grill,Gourmet,Tarta de manzana
1,5,30.2,0,1,2,Spanish,Traditional,Arroz con leche
1,5,30.2,0,1,3,Italian,Business,Profiteroles
1,5,30.2,0,1,4,Italian,Business,Gelato
1,5,30.2,0,1,5,Italian,Gourmet,Profiteroles
1,5,30.2,0,1,6,Mediterranean,Traditional,Macedonia
1,5,30.2,0,1,7,Spanish,Family,Flan
1,5,30.2,0,1,8,Mediterranean,Family,Yogur con miel
1,5,30.2,0,1,9,Italian,Traditional,Panna Cotta
1,5,30.2,0,1,10,Mediterranean,Gourmet,Fruta
1,5,30.2,0,1,11,Italian,Traditional,Panna Cotta
1,5,30.2,0,1,12,Mediterranean,Traditional,Yogur con miel
1,5,30.2,0,1,13,Grill,Gourmet,Cheesecake
1,5,30.2,0,1,14,Spanish,Traditional,Arroz con leche
1,5,30.2,0,1,15,Spanish,Business,Flan
1,5,30.2,0,1,16,Grill,Traditional,Tarta de manzana
1,5,30.2,0,1,17,Mediterranean,Traditional,Yogur con miel
1,5,30.2,0,1,18,Mediterranean,Business,Macedonia
1,5,30.2,0,1,19,Grill,Business,Brownie
1,5,30.2,0,1,20,Italian,Business,Gelato
2,5,26.1,0,1,1,Grill,Gourmet,Tarta de manzana
2,5,26.1,0,1,2,Spanish,Traditional,Arroz con leche
2,5,26.1,0,1,3,Italian,Business,Tiramisú
2,5,26.1,0,1,4,Italian,Business,Tiramisú
2,5,26.1,0,1,5,Italian,Gourmet,Profiteroles
2,5,26.1,0,1,6,Mediterranean,Traditional,Macedonia
2,5,26.1,0,1,7,Spanish,Family,Flan
2,5,26.1,0,1,8,Mediterranean,Family,Yogur con miel
2,5,26.1,0,1,9,Italian,Traditional,Tiramisú
2,5,26.1,0,1,10,Mediterranean,Gourmet,Fruta
2,5,26.1,0,1,11,Italian,Traditional,Panna Cotta
2,5,26.1,0,1,12,Mediterranean,Traditional,Sorbete
2,5,26.1,0,1,13,Grill,Gourmet,Cheesecake
2,5,26.1,0,1,14,Spanish,Traditional,Arroz con leche
2,5,26.1,0,1,15,Spanish,Business,Fruta
2,5,26.1,0,1,16,Grill,Traditional,Brownie
2,5,26.1,0,1,17,Mediterranean,Traditional,Sorbete
2,5,26.1,0,1,18,Mediterranean,Business,Macedonia
2,5,26.1,0,1,19,Grill,Business,Brownie
2,5,26.1,0,1,20,Italian,Business,Panna Cotta
3,5,27.5,0,1,1,Grill,Gourmet,Tarta de manzana
3,5,27.5,0,1,2,Spanish,Traditional,Flan
3,5,27.5,0,1,3,Italian,Business,Profiteroles
3,5,27.5,0,1,4,Italian,Business,Profiteroles
3,5,27.5,0,1,5,Italian,Gourmet,Profiteroles
3,5,27.5,0,1,6,Mediterranean,Traditional,Macedonia
3,5,27.5,0,1,7,Spanish,Family,Flan
3,5,27.5,0,1,8,Mediterranean,Family,Fruta
3,5,27.5,0,1,9,Italian,Traditional,Panna Cotta
3,5,27.5,0,1,10,Mediterranean,Gourmet,Fruta
3,5,27.5,0,1,11,Italian,Traditional,Panna Cotta
3,5,27.5,0,1,12,Mediterranean,Traditional,Fruta
3,5,27.5,0,1,13,Grill,Gourmet,Tarta de manzana
3,5,27.5,0,1,14,Spanish,Traditional,Arroz con leche
3,5,27.5,0,1,15,Spanish,Business,Fruta
3,5,27.5,0,1,16,Grill,Traditional,Brownie
3,5,27.5,0,1,17,Mediterranean,Traditional,Yogur con miel
3,5,27.5,0,1,18,Mediterranean,Business,Macedonia
3,5,27.5,0,1,19,Grill,Business,Brownie
3,5,27.5,0,1,20,Italian,Business,Gelato
4,5,31.4,0,0,1,Grill,Gourmet,Brownie
4,5,31.4,0,0,2,Spanish,Traditional,Arroz con leche
4,5,31.4,0,0,3,Italian,Business,Profiteroles
4,5,31.4,0,0,4,Italian,Business,Gelato
4,5,31.4,0,0,5,Italian,Gourmet,Panna Cotta
4,5,31.4,0,0,6,Mediterranean,Traditional,Macedonia
4,5,31.4,0,0,7,Spanish,Family,Flan
4,5,31.4,0,0,8,Mediterranean,Family,Yogur con miel
4,5,31.4,0,0,9,Italian,Traditional,Panna Cotta
4,5,31.4,0,0,10,Mediterranean,Gourmet,Fruta
4,5,31.4,0,0,11,Italian,Traditional,Panna Cotta
4,5,31.4,0,0,12,Mediterranean,Traditional,Sorbete
4,5,31.4,0,0,13,Grill,Gourmet,Cheesecake
4,5,31.4,0,0,14,Spanish,Traditional,Arroz con leche
4,5,31.4,0,0,15,Spanish,Business,Arroz con leche
4,5,31.4,0,0,16,Grill,Traditional,Brownie
4,5,31.4,0,0,17,Mediterranean,Traditional,Macedonia
4,5,31.4,0,0,18,Mediterranean,Business,Macedonia
4,5,31.4,0,0,19,Grill,Business,Brownie
4,5,31.4,0,0,20,Italian,Business,Gelato
5,5,22.7,0,0,1,Grill,Gourmet,Brownie
5,5,22.7,0,0,2,Spanish,Traditional,Flan
5,5,22.7,0,0,3,Italian,Business,Tiramisú
5,5,22.7,0,0,4,Italian,Business,Gelato
5,5,22.7,0,0,5,Italian,Gourmet,Profiteroles
5,5,22.7,0,0,6,Mediterranean,Traditional,Macedonia
5,5,22.7,0,0,7,Spanish,Family,Flan
5,5,22.7,0,0,8,Mediterranean,Family,Yogur con miel
5,5,22.7,0,0,9,Italian,Traditional,Panna Cotta
5,5,22.7,0,0,10,Mediterranean,Gourmet,Fruta
5,5,22.7,0,0,11,Italian,Traditional,Panna Cotta
5,5,22.7,0,0,12,Mediterranean,Traditional,Sorbete
5,5,22.7,0,0,13,Grill,Gourmet,Tarta de manzana
5,5,22.7,0,0,14,Spanish,Traditional,Arroz con leche
5,5,22.7,0,0,15,Spanish,Business,Fruta
5,5,22.7,0,0,16,Grill,Traditional,Cheesecake
5,5,22.7,0,0,17,Mediterranean,Traditional,Sorbete
5,5,22.7,0,0,18,Mediterranean,Business,Macedonia
5,5,22.7,0,0,19,Grill,Business,Brownie
5,5,22.7,0,0,20,Italian,Business,Gelato
6,5,28.2,0,0,1,Grill,Gourmet,Tarta de manzana
6,5,28.2,0,0,2,Spanish,Traditional,Arroz con leche
6,5,28.2,0,0,3,Italian,Business,Tiramisú
6,5,28.2,0,0,4,Italian,Business,Profiteroles
6,5,28.2,0,0,5,Italian,Gourmet,Profiteroles
6,5,28.2,0,0,6,Mediterranean,Traditional,Fruta
6,5,28.2,0,0,7,Spanish,Family,Flan
6,5,28.2,0,0,8,Mediterranean,Family,Macedonia
6,5,28.2,0,0,9,Italian,Traditional,Panna Cotta
6,5,28.2,0,0,10,Mediterranean,Gourmet,Sorbete
6,5,28.2,0,0,11,Italian,Traditional,Panna Cotta
6,5,28.2,0,0,12,Mediterranean,Traditional,Sorbete
6,5,28.2,0,0,13,Grill,Gourmet,Tarta de manzana
6,5,28.2,0,0,14,Spanish,Traditional,Fruta
6,5,28.2,0,0,15,Spanish,Business,Natillas
6,5,28.2,0,0,16,Grill,Traditional,Brownie
6,5,28.2,0,0,17,Mediterranean,Traditional,Sorbete
6,5,28.2,0,0,18,Mediterranean,Business,Sorbete
6,5,28.2,0,0,19,Grill,Business,Tarta de manzana
6,5,28.2,0,0,20,Italian,Business,Gelato
0,5,29.7,0,1,1,Grill,Gourmet,Tarta de manzana
0,5,29.7,0,1,2,Spanish,Traditional,Fruta
0,5,29.7,0,1,3,Italian,Business,Tiramisú
0,5,29.7,0,1,4,Italian,Business,Gelato
0,5,29.7,0,1,5,Italian,Gourmet,Profiteroles
0,5,29.7,0,1,6,Mediterranean,Traditional,Fruta
0,5,29.7,0,1,7,Spanish,Family,Flan
